sheet,company,calendar_quarter,type,kpi,value,yoy,yoy_vs_last_q,yoy_vs_last_y,qoq
AMPL,AMPL US EQUITY,2025-09-30,custom,crpo_in_k,258000,0.222262227359724,178.756188722544,922.622273597242,0.0339852516832317
AMPL,AMPL US EQUITY,2025-12-31,custom,crpo_in_k,267000,0.195593766792047,-266.684605676768,105.956770522673,0.0348837209302326
AMPL,AMPL US EQUITY,2025-03-31,custom,paying_customers_100k,617,0.18426103646833,242.610364683302,1242.6103646833,0.0439932318104908
AMPL,AMPL US EQUITY,2025-06-30,custom,paying_customers_100k,634,0.159049360146252,-252.116763220778,41.5492636506243,0.027552674230146
AMPL,AMPL US EQUITY,2025-09-30,custom,paying_customers_100k,653,0.151675485008818,-73.7387513743393,216.754850088186,0.0299684542586751
AMPL,AMPL US EQUITY,2025-12-31,custom,paying_customers_100k,698,0.181049069373942,293.735843651239,210.490693739425,0.0689127105666156
AMPL,AMPL US EQUITY,2025-03-31,custom,net_retention_pct,1.01,400,,,100
AMPL,AMPL US EQUITY,2025-06-30,custom,net_retention_pct,1.04,800.000000000001,,,300
AMPL,AMPL US EQUITY,2025-09-30,custom,net_retention_pct,1.04,600.000000000001,,,0
AMPL,AMPL US EQUITY,2025-12-31,custom,net_retention_pct,1.05,500,,,100
AVPT,AVPT US EQUITY,2025-03-31,canonical,revenue,93.064,0.248611371991306,535.132802245819,-25.4689027955957,0.0435172622585021
AVPT,AVPT US EQUITY,2025-06-30,canonical,revenue,102.018,0.30857736560588,599.65993614574,1067.55231766912,0.0962133585489557
AVPT,AVPT US EQUITY,2025-09-30,canonical,revenue,109.728,0.235620017116346,-729.573484895338,151.142447139272,0.075574898547315
AVPT,AVPT US EQUITY,2025-12-31,canonical,revenue,114.687,0.285973784241391,503.537671250451,908.756924746672,0.0451935695538057
AVPT,AVPT US EQUITY,2025-03-31,canonical,gross_margin_gaap,74.3198,174.62,,,-110.039999999999
AVPT,AVPT US EQUITY,2025-06-30,canonical,gross_margin_gaap,74.0448,-165.84,,,-27.5000000000006
AVPT,AVPT US EQUITY,2025-09-30,canonical,gross_margin_gaap,74.3502,-175.34,,,30.5400000000006
AVPT,AVPT US EQUITY,2025-12-31,canonical,gross_margin_gaap,73.5994,-182.079999999999,,,-75.0799999999998
AVPT,AVPT US EQUITY,2025-03-31,canonical,operating_margin_gaap,3.532,782.67,,,-190.96
AVPT,AVPT US EQUITY,2025-06-30,canonical,operating_margin_gaap,6.9537,969.61,,,342.17
AVPT,AVPT US EQUITY,2025-09-30,canonical,operating_margin_gaap,7.4083,-120.84,,,45.4599999999999
AVPT,AVPT US EQUITY,2025-12-31,canonical,operating_margin_gaap,12.6649,722.33,,,525.66
AVPT,AVPT US EQUITY,2025-03-31,custom,arr_in_m,345.5,0.258652094717668,223.571986874227,243.89504789611,0.0565749235474007
AVPT,AVPT US EQUITY,2025-06-30,custom,arr_in_m,367.6,0.26714925887625,84.9716415858115,389.528151844629,0.0639652677279305
AVPT,AVPT US EQUITY,2025-09-30,custom,arr_in_m,390,0.26254451278731,-46.0474608893979,299.028527713483,0.0609357997823721
AVPT,AVPT US EQUITY,2025-12-31,custom,arr_in_m,416.8,0.274617737003058,120.732242157484,383.228409728125,0.0687179487179488
AVPT,AVPT US EQUITY,2025-03-31,custom,paying_customers_100k,689,0.230357142857143,128.068686341083,260.560675883257,0.0345345345345345
AVPT,AVPT US EQUITY,2025-06-30,custom,paying_customers_100k,721,0.213804713804714,-165.52429052429,138.047138047139,0.04644412191582
AVPT,AVPT US EQUITY,2025-09-30,custom,paying_customers_100k,762,0.211446740858505,-23.5797294620843,-28.3897342720874,0.0568654646324549
AVPT,AVPT US EQUITY,2025-12-31,custom,paying_customers_100k,826,0.24024024024024,287.934993817347,226.899660172055,0.083989501312336
AVPT,AVPT US EQUITY,2025-03-31,custom,net_retention_pct,1.11,100,,,100
AVPT,AVPT US EQUITY,2025-06-30,custom,net_retention_pct,1.12,300,,,100
AVPT,AVPT US EQUITY,2025-09-30,custom,net_retention_pct,1.1,100,,,-200
AVPT,AVPT US EQUITY,2025-12-31,custom,net_retention_pct,1.11,100,,,100
BILL,BILL US EQUITY,2025-03-31,canonical,revenue,358.217,0.108934829178895,-294.001525319643,-762.498124530697,-0.0119623559524926
BILL,BILL US EQUITY,2025-06-30,canonical,revenue,383.349,0.115472916939461,65.3808776056675,-456.241730961151,0.0701585910216433
BILL,BILL US EQUITY,2025-09-30,canonical,revenue,395.741,0.104034035430325,-114.388815091362,-712.696680305007,0.0323256353870756
BILL,BILL US EQUITY,2025-12-31,canonical,revenue,414.671,0.143749620746151,397.15585315826,54.1463903529227,0.0478343158783143
BILL,BILL US EQUITY,2025-03-31,canonical,gross_margin_gaap,81.2371,-173.28,,,-39.1000000000005
BILL,BILL US EQUITY,2025-06-30,canonical,gross_margin_gaap,80.8039,-22.4100000000007,,,-43.3199999999999
BILL,BILL US EQUITY,2025-09-30,canonical,gross_margin_gaap,80.5421,-140.91,,,-26.1799999999994
BILL,BILL US EQUITY,2025-12-31,canonical,gross_margin_gaap,79.8423,-178.580000000001,,,-69.980000000001
BILL,BILL US EQUITY,2025-03-31,canonical,operating_margin_gaap,-8.0806,47.04,,,-209.25
BILL,BILL US EQUITY,2025-06-30,canonical,operating_margin_gaap,-5.8041,66.24,,,227.65
BILL,BILL US EQUITY,2025-09-30,canonical,operating_margin_gaap,-5.2355,-308.79,,,56.86
BILL,BILL US EQUITY,2025-12-31,canonical,operating_margin_gaap,-4.3591,162.9,,,87.64
BILL,BILL US EQUITY,2025-03-31,custom,customers,488500,0.0507636050763605,342.90532214692,294.542904893658,0.0149594847288594
BILL,BILL US EQUITY,2025-06-30,custom,customers,493800,0.0406743940990517,-100.892109773087,113.902292400496,0.0108495394063459
BILL,BILL US EQUITY,2025-09-30,custom,customers,498500,0.0468290634187316,61.546693196799,362.178579857944,0.00951802349129194
BILL,BILL US EQUITY,2025-12-31,custom,customers,498500,0.035736546852275,-110.925165664566,192.634739906066,0
BILL,BILL US EQUITY,2025-03-31,custom,payment_volume_in_b,79.3,0.109090909090909,-190.79985435126,39.9044541239291,-0.0615384615384618
BILL,BILL US EQUITY,2025-06-30,custom,payment_volume_in_b,86.2,0.13570487483531,266.139657444004,388.840655867546,0.0870113493064313
BILL,BILL US EQUITY,2025-09-30,custom,payment_volume_in_b,89.3,0.11764705882353,-180.578160117799,-221.53226483175,0.0359628770301625
BILL,BILL US EQUITY,2025-12-31,custom,payment_volume_in_b,95.1,0.125443786982248,77.9672815871879,-27.2710754378669,0.0649496080627099
BILL,BILL US EQUITY,2025-03-31,custom,subscription_revenue,68115,0.0383384146341463,-298.161594983457,548.301687570849,0.00581798851168758
BILL,BILL US EQUITY,2025-06-30,custom,subscription_revenue,68787,0.0453951367781156,70.5672214396924,618.375881981454,0.00986566835498781
BILL,BILL US EQUITY,2025-09-30,custom,subscription_revenue,70823,0.0510514521466838,56.5631536856825,-288.043170840855,0.0295986160175614
BILL,BILL US EQUITY,2025-12-31,custom,subscription_revenue,72100,0.0646623647022342,136.109125555504,-34.9220943025785,0.0180308656792285
DOCU,DOCU US EQUITY,2025-03-31,canonical,revenue,776.252,0.089650835361728,119.846888584108,95.8424712928796,0.028393524283935
DOCU,DOCU US EQUITY,2025-06-30,canonical,revenue,763.654,0.0761146496815286,-135.361856801994,31.5898674237647,-0.0162292657539046
DOCU,DOCU US EQUITY,2025-09-30,canonical,revenue,800.636,0.0877807471736769,116.660974921483,174.871397621654,0.0484276910747536
DOCU,DOCU US EQUITY,2025-12-31,canonical,revenue,818.35,0.0841657613735725,-36.1498580010444,64.9961487025519,0.0221249106959966
DOCU,DOCU US EQUITY,2025-03-31,canonical,gross_margin_gaap,79.361,12.3200000000011,,,9.92999999999995
DOCU,DOCU US EQUITY,2025-06-30,canonical,gross_margin_gaap,79.4057,46.5099999999993,,,4.46999999999917
DOCU,DOCU US EQUITY,2025-09-30,canonical,gross_margin_gaap,79.3336,45.5800000000011,,,-7.20999999999918
DOCU,DOCU US EQUITY,2025-12-31,canonical,gross_margin_gaap,79.1598,-10.1900000000001,,,-17.38
DOCU,DOCU US EQUITY,2025-03-31,canonical,operating_margin_gaap,7.7899,639.53,,,-3.05
DOCU,DOCU US EQUITY,2025-06-30,canonical,operating_margin_gaap,7.8904,470.17,,,10.0499999999999
DOCU,DOCU US EQUITY,2025-09-30,canonical,operating_margin_gaap,8.1469,29.38,,,25.6500000000001
DOCU,DOCU US EQUITY,2025-12-31,canonical,operating_margin_gaap,10.4301,260.97,,,228.32
DOCU,DOCU US EQUITY,2025-03-31,custom,customers,1660000,0.0993377483443709,,,
DOCU,DOCU US EQUITY,2025-06-30,custom,customers,1710000,0.0961538461538463,-31.8390219052467,-181.318681318681,0.0301204819277108
DOCU,DOCU US EQUITY,2025-09-30,custom,customers,1740000,0.0874999999999999,-86.5384615384635,-236.111111111113,0.0175438596491229
DOCU,DOCU US EQUITY,2025-12-31,custom,customers,1780000,0.0920245398773005,45.2453987730062,-168.189975376654,0.0229885057471264
DOCU,DOCU US EQUITY,2025-03-31,custom,billings_in_k,923206,0.108200050896205,,,
DOCU,DOCU US EQUITY,2025-06-30,custom,billings_in_k,739612,0.0423853267901084,-658.147241060969,-91.512868060728,-0.198865691947409
DOCU,DOCU US EQUITY,2025-09-30,custom,billings_in_k,818031,0.12908484102315,866.995142330411,1103.64210646628,0.106027214269103
DOCU,DOCU US EQUITY,2025-12-31,custom,billings_in_k,829459,0.102553877605818,-265.309634173316,151.001694853332,0.0139701307163176
DOCU,DOCU US EQUITY,2025-03-31,custom,net_retention_pct,1.01,300,,,
DOCU,DOCU US EQUITY,2025-06-30,custom,net_retention_pct,1.01,200,,,0
DOCU,DOCU US EQUITY,2025-09-30,custom,net_retention_pct,1.02,300,,,100
DOCU,DOCU US EQUITY,2025-12-31,custom,net_retention_pct,1.02,200,,,0
FIVN,FIVN US EQUITY,2025-03-31,canonical,revenue,279.705,0.132363062224201,-332.759770208482,15.6682162613975,0.00375008971506485
FIVN,FIVN US EQUITY,2025-06-30,canonical,revenue,283.269,0.123699848464413,-86.632137597884,-73.2912650889128,0.0127419960315334
FIVN,FIVN US EQUITY,2025-09-30,canonical,revenue,285.832,0.081951079180262,-417.487692841509,-661.42182591538,0.00904793676681881
FIVN,FIVN US EQUITY,2025-12-31,canonical,revenue,300.282,0.077592765377162,-43.5831380310003,-880.462738678875,0.0505541716812672
FIVN,FIVN US EQUITY,2025-03-31,canonical,gross_margin_gaap,54.9622,132.87,,,-101.89
FIVN,FIVN US EQUITY,2025-06-30,canonical,gross_margin_gaap,54.8609,183.46,,,-10.1300000000002
FIVN,FIVN US EQUITY,2025-09-30,canonical,gross_margin_gaap,55.0253,118.02,,,16.4400000000001
FIVN,FIVN US EQUITY,2025-12-31,canonical,gross_margin_gaap,55.4272,-55.3899999999999,,,40.1899999999998
FIVN,FIVN US EQUITY,2025-03-31,canonical,operating_margin_gaap,-1.9406,643.76,,,-344.06
FIVN,FIVN US EQUITY,2025-06-30,canonical,operating_margin_gaap,-0.5511,713.08,,,138.95
FIVN,FIVN US EQUITY,2025-09-30,canonical,operating_margin_gaap,5.6127,1145.07,,,616.38
FIVN,FIVN US EQUITY,2025-12-31,canonical,operating_margin_gaap,6.5925,509.25,,,97.98
FIVN,FIVN US EQUITY,2025-03-31,custom,net_retention_pct,1.07,-200,,,-100
FIVN,FIVN US EQUITY,2025-06-30,custom,net_retention_pct,1.08,0,,,100
FIVN,FIVN US EQUITY,2025-09-30,custom,net_retention_pct,1.07,-100,,,-100
FIVN,FIVN US EQUITY,2025-12-31,custom,net_retention_pct,1.05,-300,,,-200
FRSH,FRSH US EQUITY,2025-03-31,canonical,revenue,196.273,0.188503297142476,-267.223900370428,-108.619528357357,0.0087474495171429
FRSH,FRSH US EQUITY,2025-06-30,canonical,revenue,204.678,0.175425398119806,-130.778990226701,-248.24121107649,0.0428230067304214
FRSH,FRSH US EQUITY,2025-09-30,canonical,revenue,215.118,0.152984054669704,-224.413434501025,-620.92467635734,0.0510069474980213
FRSH,FRSH US EQUITY,2025-12-31,canonical,revenue,222.74,0.144774915069563,-82.0913960014047,-704.507721099559,0.0354317165462676
FRSH,FRSH US EQUITY,2025-03-31,canonical,gross_margin_gaap,84.7773,45.4599999999999,,,-8.22000000000003
FRSH,FRSH US EQUITY,2025-06-30,canonical,gross_margin_gaap,84.7849,96.5199999999996,,,0.75999999999965
FRSH,FRSH US EQUITY,2025-09-30,canonical,gross_margin_gaap,84.6805,65.5799999999999,,,-10.4399999999998
FRSH,FRSH US EQUITY,2025-12-31,canonical,gross_margin_gaap,85.5572,69.7699999999998,,,87.67
FRSH,FRSH US EQUITY,2025-03-31,canonical,operating_margin_gaap,-5.3069,1417.14,,,692.1
FRSH,FRSH US EQUITY,2025-06-30,canonical,operating_margin_gaap,-4.2291,2091.69,,,107.78
FRSH,FRSH US EQUITY,2025-09-30,canonical,operating_margin_gaap,-3.4665,1736.37,,,76.26
FRSH,FRSH US EQUITY,2025-12-31,canonical,operating_margin_gaap,17.8387,3006.66,,,2130.52
FRSH,FRSH US EQUITY,2025-03-31,custom,net_retention_pct,1.05,-100,,,200
FRSH,FRSH US EQUITY,2025-06-30,custom,net_retention_pct,1.06,0,,,100
FRSH,FRSH US EQUITY,2025-09-30,custom,net_retention_pct,1.05,-200,,,-100
FRSH,FRSH US EQUITY,2025-12-31,custom,net_retention_pct,1.08,500,,,300
FRSH,FRSH US EQUITY,2025-03-31,custom,customers,73300,0.085925925925926,99.1996467406309,458.642926439536,0.0152354570637119
FRSH,FRSH US EQUITY,2025-06-30,custom,customers,74600,0.0843023255813953,-16.2360034453068,355.218377765172,0.0177353342428377
FRSH,FRSH US EQUITY,2025-09-30,custom,customers,74900,0.0761494252873562,-81.5290029403903,311.043802423112,0.00402144772117952
FRSH,FRSH US EQUITY,2025-12-31,custom,customers,74500,0.0318559556786704,-442.934696086859,-441.500055731925,-0.00534045393858473
GDDY,GDDY US EQUITY,2025-03-31,canonical,revenue,1194.3,0.0774018944519621,-64.8431839907859,74.2119947126718,0.00142545698473917
GDDY,GDDY US EQUITY,2025-06-30,canonical,revenue,1217.6,0.0827923521565139,53.9045770455182,98.985443137507,0.019509336012727
GDDY,GDDY US EQUITY,2025-09-30,canonical,revenue,1265.3,0.102561868246776,197.69516090262,297.377119412698,0.0391754270696452
GDDY,GDDY US EQUITY,2025-12-31,canonical,revenue,1273.9,0.068170384034882,-343.91484211894,-157.158288161587,0.00679680708132469
GDDY,GDDY US EQUITY,2025-03-31,canonical,gross_margin_gaap,63.1165,50.9399999999999,,,-151.54
GDDY,GDDY US EQUITY,2025-06-30,canonical,gross_margin_gaap,63.6744,-1.61000000000016,,,55.7899999999997
GDDY,GDDY US EQUITY,2025-09-30,canonical,gross_margin_gaap,62.989,-151.08,,,-68.5400000000001
GDDY,GDDY US EQUITY,2025-12-31,canonical,gross_margin_gaap,64.644,1.21000000000038,,,165.500000000001
GDDY,GDDY US EQUITY,2025-03-31,canonical,operating_margin_gaap,20.7067,483.84,,,-72.55
GDDY,GDDY US EQUITY,2025-06-30,canonical,operating_margin_gaap,21.8709,335.6,,,116.42
GDDY,GDDY US EQUITY,2025-09-30,canonical,operating_margin_gaap,23.449,133.33,,,157.81
GDDY,GDDY US EQUITY,2025-12-31,canonical,operating_margin_gaap,24.8842,345.2,,,143.52
GDDY,GDDY US EQUITY,2025-03-31,custom,core_platform_bookings,866.8,0.0468599033816421,35.7233528616696,131.246325860181,0.121780768733014
GDDY,GDDY US EQUITY,2025-06-30,custom,core_platform_bookings,812.4,0.0360923351613311,-107.67568220311,-1.81103360931134,-0.0627595754499305
GDDY,GDDY US EQUITY,2025-09-30,custom,core_platform_bookings,825.5,0.0609176198432071,248.252846818759,185.46837548874,0.0161250615460362
GDDY,GDDY US EQUITY,2025-12-31,custom,core_platform_bookings,782.5,0.0126828005694322,-482.348192737749,-306.04767526043,-0.0520896426408237
GDDY,GDDY US EQUITY,2025-03-31,custom,application_commerce_bookings,550.2,0.135135135135135,-384.792064402604,-820.274789217765,0.223210315695865
GDDY,GDDY US EQUITY,2025-06-30,custom,application_commerce_bookings,532.9,0.115320217664295,-198.149174708404,-1275.05743531253,-0.0314431115957837
GDDY,GDDY US EQUITY,2025-09-30,custom,application_commerce_bookings,529,0.14106988783434,257.496701700455,-402.915773206327,-0.00731844623756794
GDDY,GDDY US EQUITY,2025-12-31,custom,application_commerce_bookings,500.7,0.11316140506892,-279.084827654203,-604.529365064757,-0.0534971644612476
INTA,INTA US EQUITY,2025-03-31,canonical,revenue,129.067,0.166559712217211,3.37241971956947,-357.244745166843,0.0648301693768616
INTA,INTA US EQUITY,2025-06-30,canonical,revenue,135.039,0.180658529761488,140.988175442771,-281.473126168925,0.0462705416566589
INTA,INTA US EQUITY,2025-09-30,canonical,revenue,139.027,0.170211691427128,-104.468383343599,5.83337993704802,0.0295322092136345
INTA,INTA US EQUITY,2025-12-31,canonical,revenue,140.208,0.156745786203995,-134.659052231336,-94.7668404125945,0.0084947528177981
INTA,INTA US EQUITY,2025-03-31,canonical,gross_margin_gaap,74.6945,233.48,,,148.38
INTA,INTA US EQUITY,2025-06-30,canonical,gross_margin_gaap,74.7614,163.589999999999,,,6.68999999999897
INTA,INTA US EQUITY,2025-09-30,canonical,gross_margin_gaap,74.6841,156.34,,,-7.72999999999939
INTA,INTA US EQUITY,2025-12-31,canonical,gross_margin_gaap,74.9872,177.65,,,30.3100000000001
INTA,INTA US EQUITY,2025-03-31,canonical,operating_margin_gaap,-4.4179,231.21,,,398.58
INTA,INTA US EQUITY,2025-06-30,canonical,operating_margin_gaap,-3.1213,-338.53,,,129.66
INTA,INTA US EQUITY,2025-09-30,canonical,operating_margin_gaap,-10.3973,-429.15,,,-727.6
INTA,INTA US EQUITY,2025-12-31,canonical,operating_margin_gaap,-5.1188,328.49,,,527.85
INTA,INTA US EQUITY,2025-03-31,custom,saas_revenue,84.9,,,,0.06125
INTA,INTA US EQUITY,2025-06-30,custom,saas_revenue,90.2,,,,0.0624263839811543
INTA,INTA US EQUITY,2025-09-30,custom,saas_revenue,97.5,0.267880364109233,,,0.080931263858093
INTA,INTA US EQUITY,2025-12-31,custom,saas_revenue,102.5,0.28125,133.696358907673,,0.0512820512820513
INTA,INTA US EQUITY,2025-03-31,custom,arr,454.7,0.188136921870917,-93.9732470442522,-244.7397800234,0.0402653854953099
INTA,INTA US EQUITY,2025-06-30,custom,arr,383.1,-0.0522018802572983,-2403.38802128216,-2763.08482316656,-0.157466461403123
INTA,INTA US EQUITY,2025-09-30,custom,arr,504.1,0.208293384467881,2604.95264725179,166.338586181241,0.315844427042548
INTA,INTA US EQUITY,2025-12-31,custom,arr,535,0.223976206817662,156.828223497807,264.419602423194,0.0612973616345962
INTU,INTU US EQUITY,2025-06-30,canonical,revenue,7754,0.150957399435951,-194.501611074633,314.824908284399,0.956598536462276
INTU,INTU US EQUITY,2025-09-30,canonical,revenue,3831,0.20320351758794,522.461181519889,291.622196528365,-0.505932421975754
INTU,INTU US EQUITY,2025-12-31,canonical,revenue,3885,0.183368869936034,-198.346476519056,809.511399158864,0.0140955364134692
INTU,INTU US EQUITY,2026-03-31,canonical,revenue,4651,0.173605854150896,-97.6301578513827,31.9829360748169,0.197168597168597
INTU,INTU US EQUITY,2025-06-30,canonical,gross_margin_gaap,84.6015,43.9400000000006,,,824.52
INTU,INTU US EQUITY,2025-09-30,canonical,gross_margin_gaap,76.6641,125.580000000001,,,-793.74
INTU,INTU US EQUITY,2025-12-31,canonical,gross_margin_gaap,77.2716,234.010000000001,,,60.7500000000002
INTU,INTU US EQUITY,2026-03-31,canonical,gross_margin_gaap,77.5747,121.84,,,30.3100000000001
INTU,INTU US EQUITY,2025-06-30,canonical,operating_margin_gaap,47.9752,188.64,,,3301.18
INTU,INTU US EQUITY,2025-09-30,canonical,operating_margin_gaap,8.8489,1359.14,,,-3912.63
INTU,INTU US EQUITY,2025-12-31,canonical,operating_margin_gaap,13.7452,549.06,,,489.63
INTU,INTU US EQUITY,2026-03-31,canonical,operating_margin_gaap,18.3831,341.97,,,463.79
INTU,INTU US EQUITY,2025-06-30,custom,quickbooks_revenue,2849,0.193548387096774,37.9337596091678,124.499209908862,0.0666417072257581
INTU,INTU US EQUITY,2025-09-30,custom,quickbooks_revenue,3013,0.178333985138835,-152.144019579397,-210.093544484073,0.0575640575640575
INTU,INTU US EQUITY,2025-12-31,custom,quickbooks_revenue,2991,0.175707547169811,-26.2643796902329,903.833150879001,-0.00730169266511782
INTU,INTU US EQUITY,2026-03-31,custom,quickbooks_revenue,3164,0.184575065518532,88.6751834872101,-51.7994561732515,0.0578401872283518
INTU,INTU US EQUITY,2025-06-30,custom,turbotax_revenue,4078,0.106948968512486,710.923948073072,108.466180215612,6.84230769230769
INTU,INTU US EQUITY,2025-09-30,custom,turbotax_revenue,148,0.174603174603175,676.542060906882,2615.59696342305,-0.963707699852869
INTU,INTU US EQUITY,2025-12-31,custom,turbotax_revenue,198,0.0588235294117647,-1157.7964519141,1047.41896758703,0.337837837837838
INTU,INTU US EQUITY,2026-03-31,custom,turbotax_revenue,581,0.117307692307692,584.841628959276,814.511186025131,1.93434343434343
LAW,LAW US EQUITY,2025-03-31,canonical,revenue,36.653,0.0304180371651064,-47.5067191664635,-432.938164978476,-0.00935160409740809
LAW,LAW US EQUITY,2025-06-30,canonical,revenue,38.106,0.0583530065268711,279.349693617648,79.0954754682693,0.0396420483998583
LAW,LAW US EQUITY,2025-09-30,canonical,revenue,40.919,0.12830199084542,699.489843185488,904.403304270243,0.0738203957382038
LAW,LAW US EQUITY,2025-12-31,canonical,revenue,41.171,0.112759804319036,-155.421865263843,775.910952372829,0.00615850827244069
LAW,LAW US EQUITY,2025-03-31,canonical,gross_margin_gaap,74.0731,-104.15,,,-15.8600000000007
LAW,LAW US EQUITY,2025-06-30,canonical,gross_margin_gaap,74.5893,38.57,,,51.6199999999998
LAW,LAW US EQUITY,2025-09-30,canonical,gross_margin_gaap,75.5419,239.9,,,95.2600000000004
LAW,LAW US EQUITY,2025-12-31,canonical,gross_margin_gaap,75.15,91.8300000000002,,,-39.1899999999993
LAW,LAW US EQUITY,2025-03-31,canonical,operating_margin_gaap,-34.4037,26.5000000000001,,,3621.98
LAW,LAW US EQUITY,2025-06-30,canonical,operating_margin_gaap,-30.9925,340.27,,,341.12
LAW,LAW US EQUITY,2025-09-30,canonical,operating_margin_gaap,-35.343,-535.07,,,-435.05
LAW,LAW US EQUITY,2025-12-31,canonical,operating_margin_gaap,-22.4478,4817.57,,,1289.52
LAW,LAW US EQUITY,2025-03-31,custom,crpo,10.9,0.0092592592592593,986.901535682025,1166.97275788185,-0.0267857142857142
LAW,LAW US EQUITY,2025-06-30,custom,crpo,11.1,0.180851063829787,1715.91804570528,4039.91559697556,0.0183486238532109
LAW,LAW US EQUITY,2025-09-30,custom,crpo,13.8,0.393939393939394,2130.88330109607,5757.57575757576,0.243243243243243
LAW,LAW US EQUITY,2025-12-31,custom,crpo,14.8,0.321428571428572,-725.108225108224,4108.59465737515,0.0724637681159421
LAW,LAW US EQUITY,2025-12-31,custom,net_retention_pct,0.98,200,,,
OTEX,OTEX US EQUITY,2025-03-31,canonical,revenue,1254.363,-0.133207014430622,-26.6288946352355,-2958.65670432113,-0.060050206069689
OTEX,OTEX US EQUITY,2025-06-30,canonical,revenue,1310,-0.0382843580254435,949.226564051782,480.306477096168,0.0443547840617109
OTEX,OTEX US EQUITY,2025-09-30,canonical,revenue,1288.135,0.0150748026997529,533.591607251964,1248.12993798713,-0.0166908396946565
OTEX,OTEX US EQUITY,2025-12-31,canonical,revenue,1326.736,-0.00581790932933679,-208.927120290897,1247.26215637761,0.0299665795898723
OTEX,OTEX US EQUITY,2025-03-31,canonical,gross_margin_gaap,71.6104,-134.6,,,-167.37
OTEX,OTEX US EQUITY,2025-06-30,canonical,gross_margin_gaap,72.3138,-19.7800000000001,,,70.3400000000002
OTEX,OTEX US EQUITY,2025-09-30,canonical,gross_margin_gaap,72.7809,104.300000000001,,,46.7100000000002
OTEX,OTEX US EQUITY,2025-12-31,canonical,gross_margin_gaap,74.0313,74.7200000000007,,,125.04
OTEX,OTEX US EQUITY,2025-03-31,canonical,operating_margin_gaap,16.669,97.8100000000001,,,-549.65
OTEX,OTEX US EQUITY,2025-06-30,canonical,operating_margin_gaap,13.8537,-33.4,,,-281.53
OTEX,OTEX US EQUITY,2025-09-30,canonical,operating_margin_gaap,20.9566,470.43,,,710.29
OTEX,OTEX US EQUITY,2025-12-31,canonical,operating_margin_gaap,21.9904,-17.51,,,103.38
OTEX,OTEX US EQUITY,2025-03-31,custom,arr,1030,-0.101221640488656,-200.627260982208,-2344.16538145138,-0.0217494538892583
OTEX,OTEX US EQUITY,2025-06-30,custom,arr,3160.5,1.89078935333394,19920.109938226,19458.4553310922,2.06844660194175
OTEX,OTEX US EQUITY,2025-09-30,custom,arr,1071.4,0.017957244655582,-18728.3210867836,1017.04088914309,-0.661003005853504
OTEX,OTEX US EQUITY,2025-12-31,custom,arr,1060,0.00674328046348172,-112.139641921003,879.021948539171,-0.0106402837408999
OTEX,OTEX US EQUITY,2025-03-31,custom,enterprise_cloud_bookings,151,-0.0848484848484848,-1441.7051874679,-6126.26262626263,-0.396
